Student S10005 named Tanya Juarez, age 13, gender Male, is in Class 6. Scored 80 in Math, 95 in Science, 38 in English, 66 in History, and 31 in Computer, totaling 310 marks with Grade C. Attendance stands at 72.87 percent. Participates in None as an extracurricular activity.
Student S12906 named Caitlyn Burnett, age 14, gender Male, is in Class 6. Scored 81 in Math, 50 in Science, 44 in English, 35 in History, and 40 in Computer, totaling 250 marks with Grade D. Attendance stands at 77.37 percent. Participates in None as an extracurricular activity.
Student S12921 named Tammy Murphy, age 12, gender Female, is in Class 6. Scored 63 in Math, 78 in Science, 62 in English, 73 in History, and 52 in Computer, totaling 328 marks with Grade C. Attendance stands at 62.73 percent. Participates in Drama as an extracurricular activity.
Student S12926 named Theresa Serrano, age 14, gender Female, is in Class 6. Scored 35 in Math, 71 in Science, 99 in English, 32 in History, and 92 in Computer, totaling 329 marks with Grade C. Attendance stands at 87.25 percent. Participates in Football as an extracurricular activity.
Student S12930 named Jessica Jones, age 14, gender Female, is in Class 6. Scored 43 in Math, 59 in Science, 31 in English, 50 in History, and 53 in Computer, totaling 236 marks with Grade D. Attendance stands at 73.32 percent. Participates in None as an extracurricular activity.
Student S12935 named Sheila Chambers, age 14, gender Male, is in Class 6. Scored 81 in Math, 62 in Science, 64 in English, 48 in History, and 51 in Computer, totaling 306 marks with Grade C. Attendance stands at 79.30 percent. Participates in Football as an extracurricular activity.
Student S12937 named Connie Davis, age 15, gender Male, is in Class 6. Scored 67 in Math, 47 in Science, 55 in English, 74 in History, and 35 in Computer, totaling 278 marks with Grade D. Attendance stands at 83.41 percent. Participates in Music as an extracurricular activity.
Student S12944 named Cheryl Snyder, age 15, gender Female, is in Class 6. Scored 38 in Math, 33 in Science, 94 in English, 80 in History, and 79 in Computer, totaling 324 marks with Grade C. Attendance stands at 61.94 percent. Participates in None as an extracurricular activity.
Student S12952 named Andrea Middleton, age 15, gender Female, is in Class 6. Scored 43 in Math, 32 in Science, 73 in English, 51 in History, and 86 in Computer, totaling 285 marks with Grade D. Attendance stands at 96.21 percent. Participates in Debate as an extracurricular activity.
Student S12962 named Darrell Rivera, age 16, gender Female, is in Class 6. Scored 60 in Math, 93 in Science, 82 in English, 80 in History, and 70 in Computer, totaling 385 marks with Grade C. Attendance stands at 81.85 percent. Participates in Dance as an extracurricular activity.
Student S12965 named Marie May, age 12, gender Male, is in Class 6. Scored 77 in Math, 56 in Science, 77 in English, 48 in History, and 80 in Computer, totaling 338 marks with Grade C. Attendance stands at 94.63 percent. Participates in None as an extracurricular activity.
Student S12973 named Brenda Browning, age 11, gender Female, is in Class 6. Scored 51 in Math, 43 in Science, 73 in English, 59 in History, and 52 in Computer, totaling 278 marks with Grade D. Attendance stands at 98.59 percent. Participates in Drama as an extracurricular activity.
Student S12976 named Connie Odom, age 13, gender Male, is in Class 6. Scored 96 in Math, 66 in Science, 83 in English, 45 in History, and 39 in Computer, totaling 329 marks with Grade C. Attendance stands at 98.37 percent. Participates in Football as an extracurricular activity.
Student S12989 named Brian Morrison, age 16, gender Male, is in Class 6. Scored 73 in Math, 76 in Science, 84 in English, 65 in History, and 97 in Computer, totaling 395 marks with Grade C. Attendance stands at 73.77 percent. Participates in Music as an extracurricular activity.
Student S12996 named Kayla Stewart, age 17, gender Male, is in Class 6. Scored 61 in Math, 54 in Science, 69 in English, 93 in History, and 34 in Computer, totaling 311 marks with Grade C. Attendance stands at 79.73 percent. Participates in Drama as an extracurricular activity.
Student S12998 named Steven Wilson, age 12, gender Male, is in Class 6. Scored 47 in Math, 70 in Science, 78 in English, 47 in History, and 57 in Computer, totaling 299 marks with Grade D. Attendance stands at 86.53 percent. Participates in None as an extracurricular activity.
Student S12999 named Annette Brock, age 10, gender Female, is in Class 6. Scored 38 in Math, 98 in Science, 47 in English, 51 in History, and 98 in Computer, totaling 332 marks with Grade C. Attendance stands at 67.32 percent. Participates in Drama as an extracurricular activity.
Student S13011 named Jamie Freeman, age 13, gender Male, is in Class 6. Scored 72 in Math, 54 in Science, 83 in English, 91 in History, and 61 in Computer, totaling 361 marks with Grade C. Attendance stands at 80.77 percent. Participates in Music as an extracurricular activity.
Student S13015 named Lisa Downs, age 16, gender Male, is in Class 6. Scored 98 in Math, 82 in Science, 41 in English, 42 in History, and 68 in Computer, totaling 331 marks with Grade C. Attendance stands at 79.66 percent. Participates in Drama as an extracurricular activity.
Student S13018 named Angela Tucker, age 13, gender Female, is in Class 6. Scored 53 in Math, 46 in Science, 85 in English, 98 in History, and 87 in Computer, totaling 369 marks with Grade C. Attendance stands at 61.07 percent. Participates in Debate as an extracurricular activity.
Student S13019 named Mrs. Emily Meadows, age 10, gender Female, is in Class 6. Scored 76 in Math, 71 in Science, 76 in English, 54 in History, and 75 in Computer, totaling 352 marks with Grade C. Attendance stands at 66.83 percent. Participates in Debate as an extracurricular activity.
Student S13034 named Joseph Carter, age 13, gender Female, is in Class 6. Scored 93 in Math, 79 in Science, 60 in English, 92 in History, and 91 in Computer, totaling 415 marks with Grade B. Attendance stands at 67.88 percent. Participates in None as an extracurricular activity.
Student S13038 named Rachel Rodriguez, age 16, gender Female, is in Class 6. Scored 80 in Math, 93 in Science, 37 in English, 36 in History, and 75 in Computer, totaling 321 marks with Grade C. Attendance stands at 95.17 percent. Participates in Dance as an extracurricular activity.
Student S13040 named Barbara Bell, age 17, gender Female, is in Class 6. Scored 94 in Math, 55 in Science, 40 in English, 75 in History, and 33 in Computer, totaling 297 marks with Grade D. Attendance stands at 89.74 percent. Participates in Dance as an extracurricular activity.
Student S13041 named Ashley Weaver, age 12, gender Female, is in Class 6. Scored 88 in Math, 69 in Science, 90 in English, 61 in History, and 37 in Computer, totaling 345 marks with Grade C. Attendance stands at 94.80 percent. Participates in Debate as an extracurricular activity.
Student S13043 named Linda Shannon, age 14, gender Female, is in Class 6. Scored 83 in Math, 44 in Science, 53 in English, 59 in History, and 41 in Computer, totaling 280 marks with Grade D. Attendance stands at 93.23 percent. Participates in Debate as an extracurricular activity.
Student S13049 named Paige Joseph, age 10, gender Female, is in Class 6. Scored 39 in Math, 82 in Science, 81 in English, 42 in History, and 61 in Computer, totaling 305 marks with Grade C. Attendance stands at 79.01 percent. Participates in Dance as an extracurricular activity.
Student S13053 named Nancy Cameron, age 11, gender Female, is in Class 6. Scored 74 in Math, 64 in Science, 68 in English, 96 in History, and 88 in Computer, totaling 390 marks with Grade C. Attendance stands at 79.68 percent. Participates in Football as an extracurricular activity.
Student S13062 named Amanda Lambert, age 10, gender Male, is in Class 6. Scored 89 in Math, 91 in Science, 92 in English, 38 in History, and 68 in Computer, totaling 378 marks with Grade C. Attendance stands at 82.44 percent. Participates in Debate as an extracurricular activity.
Student S13071 named Nancy Nguyen, age 11, gender Male, is in Class 6. Scored 35 in Math, 51 in Science, 36 in English, 77 in History, and 87 in Computer, totaling 286 marks with Grade D. Attendance stands at 85.31 percent. Participates in Debate as an extracurricular activity.
Student S13075 named Vanessa Blankenship, age 13, gender Female, is in Class 6. Scored 48 in Math, 36 in Science, 42 in English, 96 in History, and 48 in Computer, totaling 270 marks with Grade D. Attendance stands at 82.50 percent. Participates in Football as an extracurricular activity.
Student S13078 named Samantha Clements, age 16, gender Male, is in Class 6. Scored 66 in Math, 84 in Science, 54 in English, 34 in History, and 94 in Computer, totaling 332 marks with Grade C. Attendance stands at 88.20 percent. Participates in Football as an extracurricular activity.
Student S13086 named Angela Turner, age 12, gender Female, is in Class 6. Scored 69 in Math, 97 in Science, 94 in English, 94 in History, and 85 in Computer, totaling 439 marks with Grade B. Attendance stands at 65.85 percent. Participates in Football as an extracurricular activity.
Student S13139 named William Oneill, age 13, gender Male, is in Class 6. Scored 48 in Math, 65 in Science, 31 in English, 88 in History, and 98 in Computer, totaling 330 marks with Grade C. Attendance stands at 98.85 percent. Participates in Dance as an extracurricular activity.
Student S13151 named William Thomas, age 13, gender Female, is in Class 6. Scored 91 in Math, 69 in Science, 60 in English, 44 in History, and 43 in Computer, totaling 307 marks with Grade C. Attendance stands at 80.43 percent. Participates in Music as an extracurricular activity.
Student S13160 named Caroline Nelson, age 17, gender Female, is in Class 6. Scored 96 in Math, 39 in Science, 50 in English, 41 in History, and 95 in Computer, totaling 321 marks with Grade C. Attendance stands at 66.68 percent. Participates in Debate as an extracurricular activity.
Student S13161 named Derrick Jones, age 14, gender Female, is in Class 6. Scored 96 in Math, 67 in Science, 70 in English, 96 in History, and 35 in Computer, totaling 364 marks with Grade C. Attendance stands at 63.67 percent. Participates in Debate as an extracurricular activity.
Student S13171 named Michelle Burns, age 12, gender Male, is in Class 6. Scored 47 in Math, 84 in Science, 89 in English, 31 in History, and 76 in Computer, totaling 327 marks with Grade C. Attendance stands at 61.37 percent. Participates in None as an extracurricular activity.
Student S13181 named Allen Valentine, age 13, gender Male, is in Class 6. Scored 41 in Math, 58 in Science, 97 in English, 31 in History, and 38 in Computer, totaling 265 marks with Grade D. Attendance stands at 83.75 percent. Participates in Drama as an extracurricular activity.
Student S13184 named Sue Larsen, age 12, gender Male, is in Class 6. Scored 99 in Math, 48 in Science, 36 in English, 93 in History, and 97 in Computer, totaling 373 marks with Grade C. Attendance stands at 71.20 percent. Participates in Debate as an extracurricular activity.
Student S13186 named Thomas Caldwell, age 11, gender Male, is in Class 6. Scored 43 in Math, 48 in Science, 41 in English, 89 in History, and 42 in Computer, totaling 263 marks with Grade D. Attendance stands at 66.80 percent. Participates in Football as an extracurricular activity.
Student S13191 named Joan Edwards, age 11, gender Male, is in Class 6. Scored 50 in Math, 71 in Science, 47 in English, 77 in History, and 36 in Computer, totaling 281 marks with Grade D. Attendance stands at 76.77 percent. Participates in None as an extracurricular activity.
